Work Steps,Actions,CATEGORY 
FWD FA HANDSET PTT BUTTON STUCK IN. / LOTO DEVICE INSTALLED,". 

DEFERRED PER MEL 23-31-03-1. FWD AND AFT PHONES SWAPPED, OPS CHECK GOOD REF EMB 145 AMM 23-31-03. PLACARD APPLIED. / SWAPPED FWD AND AFT HANDSETS TO ORIGINAL POSITION AND R/R FWD FA HANDSET IRW EMB 145 AMM 23-31-03 OPS CHECK SAT PLACARD REMOVED MEL CLEARED / REMOVED AND STOWED AS REQUIRED",COMM
CD PLAYER INOP / LOTO INSTALLED,". 

FOUND FA FWD PHONE BACK-UP INTERPHONE SELECTED ON. DESELECTED BUTTON. CD PLAYER NOW WORKS NORMALLY. AC OK FOR SERVICE PER MXC / LOTO REMOVED AND STOWED PER MXC",CD PLAYER
BATTERY 1 AND 2 BELOW 19 VOLTS / LOTO INSTALLED,". 

RESET BATT 1-2 REF E145 AMM 24-36-00 OPS CK SAT / REMOVED AND STOWED LOTO",BATT PROBLEM
GPU WILL NOT ENGAGE AND DROPS OFF LINE. / LOTO INSTALLED,". 

GPU REMOVED AND REPLACED GPU PUSH BUTTOM REG EMB 145 MM 20-13-04. PERFORMED OPS CK OF GPU POWER, VERIFIED NORMAL OPS REF EMB 145 MM 24-40-00 / LOTO REMOVED AND STOWED LOTO",EXTERNAL POWER
GEN 2 OFF BUS ON EICAS,". 

DEFER PER MEL 24-31-01-2, CB E8 AND E9 LH DIST PULLED AND COLLARED. PLACARD APPLIED. / LP 1008743 R&R #4 GEN IN REF TO EMB 145 AMM 24-31-01, DID NOT FIX, ITEM REMAINS ON MEL, OPS & LEAK CK #4 GEN SAT / LP 1008745 R&R ELECTRICAL CONNECTOR ON #2 GCU IN REF TO EMB 145 SWPM 20-50-01 OPS CHECK ON GEN #2 IN REF TO EMB 145 AMM 24-31-00 OPS CK SAT MEL CLEARED PLACARD REMOVED C/BS E8",MAIN GEN PROBLEM
F/A JUMPSEAT WONT RETRACT / LOTO INSTALLED,". 

FA JUMPSEAT R/R INBD SPRING ON FAS JUMPSEAT OPS CK GOOD REF EMB 145 CMM 25-10-02 / LOTO REMOVED LOTO",FA SEAT
BABY CHANGER STATION HANDLE LATCH BROKEN / MEL VERIFY REQ,". 

DEFERED PER NEF 25-94-04-1 PLACARD INSTALLED / LP1032416 REMOVED AND REPLACED BABY CHANGER STATION HANDLE LATCH IAW EMB 145 AMM 25-00-00 NEF CLEARED PLACARD REMOVED. / NEF VERIFIED AS REQUIRED, NEF CONTINUES",LAV INTERIOR
FOS GRAB HANDLE BROKEN / VERIFY MEL,". 

DEFERED PER NEF 25-93-03-1 PLACARD INSTALLED / LP 52740 ATTEMPTED TO REPLACE HANDLE, HOWEVER SCREWS NOT IN STOCK. PARTS ON ORDER. NEF CONTINUES. / LP52744 ATTEMPTED TO INSTALL HANDLE FOUND HANDLE BAD FROM STOCK INSTALLED SCREWS & WASHERS ONLY IAW EMB 145 XR AMM 20-10-01 NEF CONT. / INSTALLED MISSING FOS GRAB HANDLE IAW 25-93-03. NEF CLEARD AND PLACARD REMOVED. / LP52744 MEL VERIFIED PER NEF 25-93-03-01 PLACARD INSTALLED",COCKPIT EQUIP/INTERIOR
FA DEMO MASK BROKEN / LOTO INSTALLED,". 

REPLACED 02 DEMO MASK AS REQ / REMOVED AND STOWED LOTO",DEMO EQUIP
ROW 5 OVHD BIN IS STUCK OPEN,". 

ADJUSTED OVERHEAD BIN IAW EMB 145 AMM 25-22-03. OPS CHECK SAT.",OVHD BIN
EMERGENCY EXIT WINDOW COVER WILL NOT STAY IN PLACE ON CO PILOT SIDE.,". 

REMOVED AND REPLACED EXIT DOOR WINDOW COVER VELCRO IAW EMB 145 AMM 25-23-03-04. NO FURTHER DEFECTS NOTED AT THIS TIME.",COCKPIT EQUIP/INTERIOR
FO EFB MOUNT BROKEN,". 

R/R EFB HOLDER AS REQUIRED.",COCKPIT EQUIP/INTERIOR
SEAT 11A RECLINES TOO FAR / LOTO INSTALLED,". 

RE-ADJUSTED SEAT RECLINE IAW EMB 145 XR CMM 25-20-60. OPS CHECK GOOD LOTO REMOVED AND STOWED / LOTO REMOVED",PAX-SEAT BELT EXTENDER
CAPT PLASTIC SUNSHADE BROKEN / LOTO INSTALLED,". 

REPLACED CA SUN SHADE IAW EMB 145 AMM 25-10-01 / LOTO REMOVED AND STOWED",COCKPIT EQUIP/INTERIOR
2 SEAT BELT EXTENDERS MISSING / LOTO DEVICE INSTALLED,". 

SEAT BELT EXTENDERS REPLACED MISSING SEAT BELT EXTS. AS REQ / LOTO STOWED AS REQ",PAX-SEAT BELT EXTENDER
"HEAVY TURBULANCE KNOCKED LAV MIRROR OFF WALL, REQUIRES TO BE SECURED / LOTO DEVICE INSTALLED",". 

RESECURED LAV MIRROR IAW EMB 145 AMM 25-40-01 NO FURTHER DEFECTS NOTED AT THIS TIME / LOTO REMOVED AND STOWED AS REQUIRED",LAV INTERIOR
"GUST LOCK WONT LOCK / LOTO INSTALLED / ENGINEERING REQUEST – GUST LOCK WILL NOT LOCK CYCLE THE SYSTEM AT LEAST 10X TO TRY AND DUPLICATE THE PROBLEM. IF IT IS A HANDLE PROBLEM T/S PER FIM 27-70-00-810-802-A AS REQUIRED. OTHERWISE, T/S PER FIM 27-70-00-810-803-A. IF NFF, REPLACE THE GUST LOCK ACTUATOR PER AMM 27-71-01. / PERFORM THE GUST LOCK SYSTEM OPERATIONAL CHECK PER AMM 27-71-00-700-801-A/500.",". 

DEFERRED PER MEL 27-70-00-1. PLACARD APPLIED. GUST LOCK LIGHTS MASKED. CB F23 PULLED AND COLLARED. MX PROCEDURES CW. GUST LOCK CIRCUIT BREAKER RESET / GUST LOCK DEFERRED PER MEL 27-70-00-1. PLACARD APPLIED. GUST LOCK LIGHTS MASKED. CB F23 PULLED AND COLLARED. MX PROCEDURES CW. GUST LOCK CIRCUIT BREAKER RESET / LOTO REMOVED AND STOWED / ENGINEERING REQUEST – GUST LOCK WILL NOT LOCK PERFORMED GUST LOCK OPERATIONAL CHECK FOUND NO DEFECTS OPS CHECK GOOD IAW EMB 145 XR AMM 27-71-00 REMOVED PLACARD CLEAR MEL / PERFORMED GUST LOCK OPERATIONAL CHECK FOUND NO DEFECTS OPS CHECK GOOD IAW EMB 145 XR AMM 27-71-00 REMOVED PLACARD CLEAR MEL",GUST LOCK
GUST LOCK LIGHT WILL REMAIN ILLUMINATED. / 95777 LOTO INSTALLED / ENGINEERING REQUEST – GUST LOCK LIGHT ON PERFORM FIM 27-70-00-810-806-A (PRE-MOD SB 145-27-0125) AS REQUIRED. (NOTE THIS FIM ONLY APPLIES TO THE UNLOCKED POSITION) THE WRITE UP FROM APR 30TH INDICATED THE GL LIGHT WOULD NOT TURN OFF WHEN THE SYSTEM WAS LOCKED. THE GROUND PATH REQUIRED TO TURN THE LIGHT OFF IN THE LOCKED CONDITION IS FROM: - WM 27-70 50: RELAY K1013-X2 TO SP6974 TO CR0392 TO SP1550 TO GL SWITCH S0658 TO CR0506 TO SP4005. - WM 31-51-50: SP4005 TO TLA 1 SWITCH S0025-NC8 TO GROUND GS0163DC (T). NOTE THE TLA`S MUST BE AT THE IDLE POSITION. / VERIFY THE OPERATION & ADJUSTMENT OF THE COMMAND SWITCH S0658 PER AMM 27-71-12-700-801-A. / VERIFY THE OPERATION & ADJUSTMENT OF THE S0025 (C8) TLA #1 59-DEGREE SWITCH PER AMM 76-11-06-820-801-A.,". 

DEFERRED PER MEL 27-70-00-1. CB F23 ON OVHD PANEL PULLED AND COLLARED. GUST LOCK LIGHT MASKED. PLACARD APPLIED. / LOTO REMOVED AND STOWED AS REQUIRED. / LP 95783 FOLLOWED FIM 27-70-00-810-806-A NO FAULTS FOUND R&R RELAY K1013 IAW EMB 145 AMM 20-13-02 NOTICED DURING LOCKING & UNLOCKING OF GUSTLOCK THAT LIGHT WOULD INTERMITENTLY STAY ON WHEN GOING FROM THE INTERMITENT POSITION TO THE LOCK POSITION DEPENDING ON HOW THE MOVMENT WAS MADE, PUSHING BACK ON GUST LOCK LEVER LIGHT WOULD EXTINGUISH AS INTENDED WHEN LIFTING THE GUST LOCK LEVER AND PUSHING FROM INTERMEDIATE POSITION TO LOCKED POSITION GUST LOCK LIGHT WOULD STAY ILLUMINATED FURTHER TROUBLE SHOOTING REQUIRED MEL CONT. / LP 95784 DURING CHECK OF GUST LOCK COMMAND SWITCH IAW EMB 145 AMM 27-71-12 FOUND EXCESSIVE WEAR IN GUSTLOCK LEVER CAM REQUIRES REPLACEMENT MEL CONT / LP 95786 R&R ARM ASSEMBY IAW EMB 145 CMM TP/1226 76-11-00 & ADJUSTED COMMAND SWITCH IAW EMB 145 AMM 27-71-12 OPS CHECK SAT / LP 95788 VERIFIED CORRECT OPERATION OF TLA #1 59 DEGREE SWITCH PER EMB 145 AMM 76-11-06 NO DEFECTS FOUND GUST LOCK LIGHT WORKING NORMAL C/B RESET PLACARDS REMOVED MEL CLEARED.",GUST LOCK
"AILERON CONTROL FROM YOKE WAS STIFFER THAN NORMAL WHEN BANKING RIGHT / LOTO INSTALLED / 52883 REMOVED PILOT AND FO SEAT TO FOM / DUPLICATE / LP 52884 REMOVED FLOOR PANELS 241DF 251BF, 221EF, 222FF, 221GF, 551CB, 651CB TO FOM / LP 52884 REMOVED LENS OF THE LANDING LIGHT ON BOTH LH RH WINGS INBOARD LEADING EDGES TO FOM / LP 52884 REMOVED 10CD PASSENGER SEATS TO FOM / 52885 INSTALLED RIG PINS ON THE CONTROL YOKE AILERON TORQUE TUBE, ELEVATOR TORQUE TUBE, AILERON FUSELAGE SECTOR, AND AILERON WING SECTOR.",". 

FOUND AILERON CONTROL CABLE TENSIONS OUT OF LIMITS, ADJUSTED TENSIONS AND PERFORMED A SATISFACTORY OPS CHECK OF THE SYSTEM. AILERON CONTROL FEELS NORMAL. IAW E145 AMM 27-11-01. / LOTO REMOVED AND STOWED AS REQUIRED. / 52883 REINSTALLED PILOT AND FO SEAT IAW E145 AMM 25-11-01. OPS CHECK SAT. / EIE, DUPLICATE / LP 52884 REINSTALLED FLOOR PANELS 241DF, 251BF, 221EF, 222FF, 221GF, 551CB, 651CB IRW E145 AMM 53-01-01 AND 53-01-02. NO DEFECTS NOTED. / LP 52884 REINSTALLED LANDING LIGHT LENSES ON BOTH WING LEADING EDGES IRW E145 AMM 33-41-02. / LP 52884 REINSTALLED PASSENGER SEATS 10CD IAW E145 AMM 25-21-01. / 52885 REMOVED RIG PINS FROM THE CONTROL YOKE, AILERON TORQUE TUBE, ELEVATOR TORQUE TUBE, AILERON FUSELAGE SECTOR, AND AILERON WING SECTOR AS REQUIRED IAW E145 AMM 27-11-01. OPS CHECK SAT.",AILERON
RUD HARDOVER PROTECTION FAIL ON SHUTDOWN,". 

SYSTEM TROUBLE SHOT IAW EMB 145 FIM 27-22-00-810-805-A ENGINE RAN IAW EMB 145 AMM 71-00-01. FOUND SATISFACTORY. FOUND TO BE TRANSITORY CONDITION OF RUDDER SYSTEM",RUDDER SYS
PITOT 3 INOP ON EICAS / LOTO INSTALLED,". 

REMOVED AND REPLACED CURRENT SENSOR K1237,PITOT STATIC HEAT RELAY K0058; N2 RELAYS K0060, K0111 AIR GROUND RELAY KO278 DID NOT FIX IAW EMB 145 AMM 20-13-02 REMOVED #3 PITOT/STATIC TUBE IAW EMB 145 AMM 24-13-02 INSTALLED #3 PITOT/STATIC TUBE UP TO AND NOT INCLUDING STEP I. 4. IAW EMB 145 AMM 34-13-02 FOUND ELECTRICAL CONECTION DAMAGED / R&R ELECTRICAL CONNNECTOR IRW EMB 145 SWPM 20-50-01. OPS CHECK PITOT 3 HEAT IAW EMB 145 AMM 30-31-00. OPS CHECK SAT. / PREFORMED LEAK CHECK IAW EMB 145 AMM 34-13-00. STANBY SYSTEM LEAKAGE TEST IS WITHIN LIMITS. / LOTO REMOVED AND STOWED AS REQUIRED.",SENSOR HEATING
AURAL UNIT 1 CHANNEL VOICE MESSAGE IN FLIGHT / LOTO INSTALLED,". 

PERFORMED ELECTRICAL RESET COULD NOT DUPLICATE FAULT IAW EMB 145 AMM 31-51-00. OPS CHECK SAT. / LOTO REMOVED AND STOWED AS REQUIRED.",AURAL WARNING
NOSE GEAR BEAM TAXI LIGHT LENS COVER CRACKED / LOTO DEVICE INSTALLED,". 

R&R NOSE GEAR TAXI LIGHT IAW EMB 145 AMM 32-42-02. OPS CHECK SAT. NO FURTHER ACTION REQUIRED. / LOTO REMOVED AND STOWED.",EXTERIOR LIGHT
SEAT 10 A CALL OUT LIGHT IS OUT. / LOTO INSTALLED,". 

PERFORMED ADJUSTMENT AND TEST ON 10A CALL BUTTON IAW EMB145 AMM 33-21-00 OPS CK SAT . / LOTO REMOVED AND STOWED AS REQUIRED .",FA CALL SYS
AMBIENT LIGHT IN LAV NOT WORKING / LOTO INSTALLED,". 

R/R AMBIENT BULB LIGHT IN LAV IN REF W/ EMB145 AMM 33-28-03 OPS CHK SAT / REMOVED AND STOWED LOTO",INTERIOR LIGHT
BLEED #2 BUTTON WHITE LIGHT INOP / LOTO DEVICE INSTALLED,". 

RELAMPED #2 PUSH BUTTON IAW EMB 145 AMM 20-13-04. OPS CHECK SAT NO DEFECTS NOTED / LOT DEVICE REMOVED AND STOWED",COCKPIT LIGHT/PUSHBUTTON
BLEED 1 PUSHBUTTON STRIPPED BAR NOT ILLUMINATED / LOTO DEVICE INSTALLED,". 

R&R BLEED 1 PUSHBUTTON BULBS IAW EMB 145 AMM 20-13-04 / LOTO REMOVED",COCKPIT LIGHT/PUSHBUTTON
STEERING DISENGAGE SWITCH DOOR GOT DAMAGED BY JET BRIDGE / LOTO INSTALLED / VERIFY CDL PROCEDURES,". 

REMOVED STEER DISENGAGE ACCESS DOOR. DEFERRED PER CDL 06-41-1-CDL. DOOR PLACED IN WARDROBE / REMOVED STEER DISENGAGE ACCESS DOOR. DEFERRED PER CDL 06-41-1-CDL. DOOR PLACED IN WARDROBE / LOTO REMOVED AND STOWED / CDL VERIFIED AND IT WAS CORRECTLY DONE AND PLACARDED CORRECTLY",GROUND DAMAGE
GALLEY DOOR WILL NOT INDICATE CLOSE / LOTO DEVICE INSTALLED / MANAGEMENT APPROVAL REQUIRED TO CLOSE THIS MEL,". 

DEFERRED PER MEL 52-70-00-1. PLACARDS APPLIED. DOOR OPENS AND CLOSES NORMALLY. / CLEANED MICRO SWITCHES AND CONNTACTORS OF SERVICE DOOR, OPERATED DOOR SEVERAL TIMES, ALSO PERFORMED TI E145-5243-2021-001 NO DEFECTS NOTED AT THIS TIME, OPS CHECK SAT. / PRESSURIZITON OF AIRCRAFT REQUIRED PER MAINTENANCE CONTROL TO MAKE SURE INDICTOR SHOWS CLOSED. / EIE / LOTO REMOVED AND STOWED AS REQUIRED. / LP 1032459 RECEIVED MANAGMENT APPROVAL FOR CLOSING. MEL CLEARED PLACARD REMOVED",SERVICE DOOR
AC DOCUMENTATION POUCH ON FLIGHT DECK DOOR FELL OFF / LOTO INSTALLED,". 

REINSTALLED DOCUMENT POUCH ON FLIGHT DECK DOOR AS REQUIRED / LOTO REMOVED",MISSING/LOOSE HARDWARE
E1 NO DISP CAUTION MSG ON EICAS,". 

NO RELATED CMC MESSAGES RESET SUCSSESSFUL PER MX CONTROL IRW TA E145-0500-2020-001 NO FURTHER DEFECTS",ENG NO DISP/SHORT DISP
"ENG2 N1 AND ITT CONTINUEOSLY FLUCTUATING , ALONG WITH VIBS / LOTO INSTALLED",". 

SYSTEM TROUBLE SHOT IAW ROLLS ROYCE FIM 72-00-00-810-804. FOUND BROKEN WIRE ON FADEC 2A HARNESS WIRE. WIRE REPAIRED IAW EMB 145 SWPM 20-13-01. ENGINE RAN IAW EMB 145 AMM 71-00-01. FOUND SATISFACTORY. NO DEFECTS NOTED AT THIS TIME / LOTO REMOVED AND STOWED AS PER GMM",FADEC
BIRD STRIKE LEADING EDGE RH WING / LOTO INSTALLED,". 

CLEANED REMAINS AND INSPECTED AIRCRAFT. NO DAMAGE OR SIGNS OF ENGINE INGESTION FOUND. REF AMM 05-50-08. AIRCRAFT OK FOR SERVICE / LOTO REMOVED AND STOWED",BIRD STRIKE
SUSPECTED BIRD STRIKE LEFT WING LEADING EDGE / LOTO INSTALLED,". 

CLEANED AND INSPECTED LH LEADING EDGE IAW EMB 145 AMM 05-50-08. NO DEFECTS NOTED. / LOTO REMOVED AND STOWED AS REQUIRED.",BIRD STRIKE
ICU INOP NUMBEROUS UNCOMMANDED CHIMES IN FLIGHT / LOTO INSTALLED,". 

SYS RESET, OPS CK SAT IN REF TO EMB 145 AMM 23-31-00, COULD NOT DUPLICATE FAULT AT THIS TIME / LOTO REMOVED",COMM
FOS JACK PANEL UNSECURED / LOTO INSTALLED,". 

FO JACK PALEL RESUCURED FOS MIC JACK PANEL AS REQUIRED VEIFIED NORMAL OPSOF MIC AND HEADSET REF EMB 145 MM 23-51-0 / LOTO RREMOVED AND STOWED LOTO",COMM
PA IN THE BACK IS NOT WORKING / LOTO INSTALLED,". 

ADJUSTED AFT PA VOLUME PERFORMED OPS CHK VERIFIED NORMAL OPS REF AMB145 MM 23-31-00 / REMOVED AND STOWED LOTO",PA/INTERPHONE
RMU #2 FREQUENCY NUMBERS DASH OUT,". 

RESET RMU 2 OPS GOOD REF TO EMB 145 MM 23-12-00",RMU
FO AUDIO JACK PANEL IS LOOSE / LOTO INSTALLED,". 

RESECURED COPILOTS AUDIO JACK PANEL IAW EMB145AMM23-51-05 OPS CK SAT / REMOVED AND STOWED LOTO",MISSING/LOOSE HARDWARE
GEN 4 BRG FAIL ON EICAS,". 

DEFERRED PER MEL 24-31-02-1. PLACARD APPLIED / LB 0052773 R/R GEN 4 IAW EMB 145 AMM 24-31-01. OPS CHECK SAT. PLACARD REMOVED, MEL CLEARED",MAIN GEN PROBLEM
COFFEE MAKERS WILL NOT BREW COFFEE / LOTO INSTALLED,". 

DEFERRED PER NEF 25-92-01-1. PLACARDS APPLIED. / R/R COFFE MAKER IAW EMB 145 CMM 25-30-39 OPS CHECK GOOD NEF CLEARED PLACARD REMOVED / REMOVED AND STOWED LOTO AS REQUIRED",COFFEE POT/MAKER
23C ARMREST BROKEN / LOTO INSTALLED,". 

DEFERED PER MEL 25-21-05-5. ARMREST REMOVED AND TAPE APPLIED, NO SHARP EDGES. PLACARD APPLIED. SEAT SECURED IN UPRIGHT POSITION / REPLACED ARMREST AT SEAT 23C IAW ZODIAC CMM 25-20-59.MEL CLEARED. PLACARD REMOVED / LOTO REMOVED AND STOWED AS REQUIRED.",PAX SEAT
CENTER CONSOLE GRAB HANDLE BROKEN,". 

DEFERRED PER NEF 25-93-03-1. HANDLE REMOVED. PLACARD APPLIED. / REPLACED CENTER COSOLE GRAB HANDLE IRW EMB 145 AMM 25-12-09. OPS CHECK SAT. NEF CLEARED PLACARD REMOVED",COCKPIT EQUIP/INTERIOR
LIGHT COVER IN GALLEY FELL OFF / LOTO INSTALLED,". 

RESECURED LIGHT COVER IN GALLEY IN REF TO EMB145 AMM 25-00-00 / LOTO REMOVED",CABIN INTERIOR
2 SEAT BELT EXTENDERS MISSING / LOTO INSTALLED,". 

EXTENSIONS INSTALLED 2 SEAT BELT EXTENSIONS AS NEEDED. / LOTO REMOVED AND STOWED LOTO",PAX-SEAT BELT EXTENDER
MCD TRIM COMING APART / LOTO INSTALLED,". 

RESECURED MCD TRIM IAW EMB 145 AMM 25-23-04. / LOTO REMOVED & STOWED AS REQ.",PAX/CREW DOOR
ARMREST FOR SEAT 20C DAMAGED / LOTO INSTALLED,". 

RESECURED ARM REST FOR SEAT 20C IRT EMB 145 CMM 25-20-59 / LOTO REMOVED AND STOWED",PAX SEAT
COFFEE POT #1 NOT WORKING / LOTO DEVICE INSTALLED,". 

OPS CHECK #1 COFFEE MAKER OPS GOOD REF TO EMB 145 CMM 25-30-39 / REMOVED & STOWED LOTO AS REQ",COFFEE POT/MAKER
OVERHEAD BIN ROW 19 WONT STAY CLOSED / LOTO INSTALLED,". 

ADJUSTED OVERHEAD BIN CEILING PANEL/ BIN LATCH IAW EMB 145 AMM 25-22-03. OPS CHECK SAT NO FURTHER DEFECTS NOTED. / LOTO REMOVED AND STOWED AS REQUIRED",OVHD BIN
FO HEADREST WILL NOT LOWER / LOTO DEVICE INSTALLED,". 

FOUND UNLOCKING PIN UNSECURED , RESECURED PIN IRW ZODIAC CMM 25-11-71 OPS CHECK SAT NO DEFECTS NOTED / LOTO REMOVED AND STOWED AS REQ",CREW SEAT
DEMO O2 MASK MISSING A CLIP / LOTO DEVICE INSTALLED,". 

INSTALLED CLIP TO DEMO 02 MASK IAW EMB 145 AMM 25-00-00 / LOTO REMOVED AND STOWED",DEMO EQUIP
PBE PLASTIC HOLDER BROKE / LOTO INSTALLED,". 

R/R PBE BRACKET IN COCKPIT BEHIND PILOTS SEAT AS REQUIRED / LOTO REMOVED AND STOWED AS REQUIRED",PORTABLE O2
LOWER ACCESS PANEL ON FWD CLOSET WALL HAS BENT CLIP / LOTO DEVICE INSTALLED,". 

RE-INSTALLED LOSE SCREW IRW EMB 145 AMM 20-10-07. / LOTO REMOVED AND STOWED AS REQUIRED.",CABIN INTERIOR
"SEATS 11A, C, AND D ARE RECLINING / LOTO DEVICE INSTALLED",". 

DISCONNECTED RECLINE FUNCTION ON SEATS 11A, 11C, AND 11D IAW CMM 25-20-59 / LOTO REMOVED AND STOWED",PAX SEAT
PTRIM MAIN INOP,". 

RESET SUCSESSFUL PER MX CONTROL IRW TA E145-0500-2020-001 NO FURTHER DEFECTS",PITCH TRIM
FLAP LOW SPEED MESSAGE ON EICAS AFTER TAKE OFF. / LOTO DEVICE INSTALLED,". 

RESET FLAP, PERFORMED OPS CHK IAW EMB145 AMM 27-50-00 OPS CHK SAT / REMOVED AND STOWED LOTO",FLAP LOW SPEED
MFD FUEL PAGE NO TOTAL OR RIGHT WING TOTAL WENT TO DASHES / LOTO INSTALLED / EIE,". 

DEFERED PER MEL 28-40-00-4 C/B A1, G4,A4,G31,D4 PULLED AND COLLARD AIRCRAFT CONFIGURED TO LR MODE. PLACARD INSTALLED. / LP 0096176 FOUND CURRENT FAULT ON REPETER NT/U R-4. AIRCRAFT REMAINS ON MEL. / R/R THE FCU IAW EMB 145 XR MM 28-41-01-04. OPS CHECK GOOD. NO DEFECTS NOTED. PUT AIRCRAFT BACK INTO XR CONFIGURATION. MEL CLEARED PLACARD REMOVED. / LOTO REMOVED AND STOWED AS REQ / EIE",FUEL PUMP
WINDSHIELD #1 CAS MESSAGE TWICE. / MEL VERIFICATION REQUIRED,". 

DEFER PER MEL 30-42-02-1, PULLED AND COLLARED CB G13, PLACARD APPLIED. / WINDSHIELD 1 R/R W/S #1 TEMP CONTROLLER IAW EMB 145 XR AMM 30-42-01. OPS CHECK GOOD, NO MSG NOTED ON EICAS. PLACARDS REMOVED AND MEL CLEARED. / L/P 95999 C/W MEL 30-42-02. VARIFICATION. PLACARD APPLIED, CB G13 PULLED & COLLERED. MRB 18 MAY 22.",WS HEAT
ICE DETECTION TEST KNOB FELL OFF.,". 

RESECURED ICE DETECTION TEST KNOB WITH BOTH SET SCREWS IAW E145 AMM 20-13-03. OPS CHECK GOOD.",KNOB/BEZEL
PARK BRAKE NOT LOCKING UP CORRECTLY / LOTO INSTALLED,". 

PARK BRAKE HANDLE LUBED AND OPS CHECKED PARKING BRAKE IAW EMB 145 AMM 32-44-10. OPS CK GOOD NO DEFECTS NOTED / LOTO STOWED AS REQ",PARKING BRAKE
LIGHT COVER IN GALLEY FELL OFF / LOTO DEVICE INSTALLED,". 

GALLEY LIGHT COVER RESECURED IAW E145 AMM 33-29-03. NO OTHER DEFECTS NOTED. / LOTO REMOVED AND STOWED",MISSING/LOOSE HARDWARE
"TERR,GPWS,WINDSHEAR INOP ON EICAS, TERR FAIL / MEL VERIFY REQ",". 

DEFERED PER MEL 34-41-00-1 PLACARD INSTALLED CAT II NOT AUTHERIZED / LB PAGE 1032404 PER FIM TASK 34-41-00-810-801-A FOUND INOP GPWS. R/R GPWS COMPUTER IAW EMB 145 XR AMM 34-41-01. OPS CHCK SAT. MEL CLEARED. PLACARD REMOVED. UPDATED TO VERSION 627 / VERIFIED MEL 34-41-00-1 WO: 102039034 MEL CONT.",EGPWS/WINDSHEAR/TERR
TERRAIN INOP ON EICAS DURING POWERUP / LOTO INSTALLED,". 

DEFERRED PER MEL 34-41-00-9. AIRCRAFT NOT CAT II AUTHORIZED. PLACARDS APPLIED / REMOVED AND REPLACED EGPWS/WINDSHEAR COMPUTER, AS WELL AS UPDATED COMPUTER TO REV. 627. ALL IAW EMB 145XR FIM 34-41-00-810-801-A AND EMB 145XR AMM 34-41-01. MEL CLEARD AND PLACARDS REMOVED A/C CAT II AUTHORIZED / LOTO REMOVED AND STOWED",EGPWS/WINDSHEAR/TERR
"LOCALIZER SIGNAL INTERMITTENT DURING FINAL APPROACH, (GREEN NEEDLES SHOWED RED X INTERMITTENTLY) F/OS SIDE / LOTO DEVICE INSTALLED",". 

LOCALIZER SIGNAL INTERMITTENT REM & REP BOTH VOR/ILS ANTENNA`S IAW EMB 145XR MM 34-32-03, OPS CK GOOD / LOTO REM",VOR/DME/LOC/ILS
O2 NEEDS SERVICING / LOTO INSTALLED,". 

LP 1016812 SERVICED O2 IAW EMB-145 AMM 12-14-00 / LP 1016812 LOTO REMOVED AND STOWED AS REQUIRED.",CREW O2
FO O2 MASK TEST BUTTON NOT WORKING,". 

PERFORM OPS CHK FO OXYGEN IN REF W/ 35-10-00 OPS CHK SAT",CREW O2 MASK
DENT REPORTED BOTTOM E2 INLET / LOTO INSTALLED,". 

FOUND DENT TO BE WITHIN LIMITS. AREA REQUIRES INSPECTION EVERY 500 FC. DEFERRED PER DMI 102038910. ALL WORK DONE IAW E145 SRM 54-20-01. / LOTO REMOVED AND STOWED",DENT
DENT REPORTED ON APU EXHAUST / LOTO INSTALLED,". 

DEFERED IRW ETD 2022-145-016897 AND SRM 53-32-22AD TABLE 102. INSPECTION REQUIRED EVERY 1000FC. MUST BE REPAIR IN 4000FC. / LOTO REMOVED AND STOWED AS REQ.",DENT
CARGO DOOR WILL NOT OPEN / LOTO INSTALLED,". 

CARGO DOOR INCORRECTLY CLOSED AT DEPARTURE STATION, CARGO BAGS WERE LAYING AGAINST DOOR. OPENED DOOR, NO DEFECTS NOTED / REMOVED AND STOWED LOTO",BAGGAGE DOOR
RT SIDE DV WINDOW DELAMINATING FWD SIDE MIDDLE. / LOTO DEVICE INSTALLED,". 

FOUND DELAMINATION TO BE WITHIN LIMITS AS PER EMB 145 AMM 56-11-01. / LOTO REMOVED AND STOWED AS REQUIRED",DV WINDOW
BIRD STRIKE ON R/H SIDE OF NOSE / LOTO DEVICE INSTALLED,". 

CLEANED REMAINS AND INSPECTED AIRCRAFT IAW E145 AMM 05-50-08. NO DAMAGE OR SIGNS OF INGESTION FOUND. AIRCRAFT OK FOR SERVICE. ROBERT TAIN 2810351 / LOTO REMOVED AND STOWED ROBERT TAIN 2810351",BIRD STRIKE
BIRD STRIKE NOSE LANDING GEAR LEFT DOOR / LOTO DEVICE INSTALLED,". 

CLEANED UP BIRD REMAINS AND PERFORMED BIRD STRIKE INSP IAW E145 AMM 05-50-08. NO DAMAGE/ DEFECTS FOUND / LOTO REMOVED AND STOWED",BIRD STRIKE
POSSIBLE BIRDSTRIKE ON RT WING LEADING EDGE,". 

PERFORMED BIRD STRIKE INSPECTION IRT EMB 145 AMM 05-50-08, NO DEFECTS NOTED",BIRD STRIKE
